normalized_name,display_name_variants,variant_count,occurrence_count,recipe_count,dominant_kind,nutrition_match_status,nutrition_reference_name,nutrition_matched_alias,nutrition_source,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,primary_ingredient_hits,quantity_examples,category_examples,recipe_examples,note_examples
patate di 200 g,Patate Di 200 G (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Patate Farcite (2),
patate di media grandezza lessate e tagliate a rondelle,Patate Di Media Grandezza Lessate E Tagliate A Rondelle (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Insalata Di Verdure Cotte E Tonno,
patate di uguali dimensioni,Patate Di Uguali Dimensioni (1),1,1,1,ingredient,unmatched,,,,,,,,0,8 (1),Contorno,Patate Al Forno Al Salmone,
patate dolci americane,Patate Dolci Americane (1),1,1,1,ingredient,unmatched,,,,,,,,0,1000 G (1),Dessert,Patate Dolci Ricoperte Di Nutella,
patate dolci cotte,Patate Dolci Cotte (1),1,1,1,ingredient,unmatched,,,,,,,,0,6 (1),Contorno,Kumala Salad,Luogo: Melanesia. Luogo: Vanuatu.
patate facoltativo,Patate (facoltativo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Carne,Cosciotto D'agnello Al Forno,
patate farinose bollite e pelate,Patate Farinose Bollite E Pelate (1),1,1,1,ingredient,unmatched,,,,,,,,0,250 G (1),Primo,Gnocchi Di Patate (3),
patate farinose e sbucciate,Patate Farinose E Sbucciate (1),1,1,1,ingredient,unmatched,,,,,,,,0,900 G (1),Contorno,Purè Di Patate,
patate farinose grandi,Patate Farinose Grandi (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Contorno,Frittelle Di Patate Speziate,Luogo: India. Preparazione: 40 minuti. Cottura: 75 minuti.
patate farinose pelate,Patate Farinose Pelate (1),1,1,1,ingredient,unmatched,,,,,,,,0,900 G (1),Contorno,Purè Di Patate (3),
patate grandi e lunghe,Patate Grandi E Lunghe (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Patate Di Montagna,
patate grandi lessate,Patate Grandi Lessate (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Dessert,Dolcetti Di Patate,
patate grandi pelate e tagliate a fette sottili,Patate Grandi Pelate E Tagliate A Fette Sottili (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Carne,Carne Murata (2),Luogo: Calabria. Luogo: Sicilia.
patate grandi uguali,Patate Grandi Uguali (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Nidi Di Patate Con Le Uova,
patate intere,Patate Intere (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Antipasto,Antipasto Magro,
patate intere e sbucciate,Patate Intere E Sbucciate (1),1,1,1,ingredient,unmatched,,,,,,,,0,250 G (1),Contorno,Cavolo In Casseruola,
patate lessate affettate,Patate Lessate Affettate (1),1,1,1,ingredient,unmatched,,,,,,,,0,800 G (1),Carne,Paprikache Di Agnello,Luogo: Ungheria.
patate lessate con la scorza,Patate Lessate Con La Scorza (1),1,1,1,ingredient,unmatched,,,,,,,,0,600 G (1),Contorno,Frittata Con Patate,
patate lessate e passate,Patate Lessate E Passate (1),1,1,1,ingredient,unmatched,,,,,,,,0,250 G (1),Dessert,Mpigna,Luogo: Molise.
patate lessate e passate al setaccio,Patate Lessate E Passate Al Setaccio (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Antipasto,Pizzette Calabresi,Luogo: Calabria.
patate lesse affettate,Patate Lesse Affettate (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Carne,Agnello Alla Paprica,
patate lesse e pelate,Patate Lesse E Pelate (1),1,1,1,ingredient,unmatched,,,,,,,,0,750 G (1),Contorno,Patate Arrosto (2),
patate lesse grandi,Patate Lesse Grandi (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Antipasto,Stelline Ai Due Caviali,
patate lesse passate,Patate Lesse Passate (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Antipasto,Focaccia Di Patate (2),
patate medie lessate e sbucciate,Patate Medie Lessate E Sbucciate (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Pesce,Aringhe Alla Norvegese Con Insalata Di Patate,Luogo: Norvegia.
patate molto piccole,Patate Molto Piccole (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Antipasto,Spiedini Di Agnello E Finocchio,
patate mondate e a pezzi,Patate Mondate E A Pezzi (1),1,1,1,ingredient,unmatched,,,,,,,,0,1000 G (1),Contorno,Puré Con Il Bimby,
patate non farinose cotte con la scorza,Patate Non Farinose Cotte Con La Scorza (1),1,1,1,ingredient,unmatched,,,,,,,,0,750 G (1),Contorno,Patate Fritte (4),
patate non farinose cotte e sbucciate,Patate Non Farinose Cotte E Sbucciate (1),1,1,1,ingredient,unmatched,,,,,,,,0,750 G (1),Contorno,Patate E Cipolle (2),
patate non novelle,Patate Non Novelle (1),1,1,1,ingredient,unmatched,,,,,,,,0,850 G (1),Contorno,Anelli Di Patate E Spinaci,
patate non troppo farinose,Patate Non Troppo Farinose (1),1,1,1,ingredient,unmatched,,,,,,,,0,800 G (1),Carne,Cosciotto D'agnello Farcito Alla Maniera Provenzale,Luogo: Francia. Luogo: Provenza. Preparazione: 120 minuti.
patate novelle a carne gialla,Patate Novelle A Carne Gialla (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Patate Arrosto,
patate novelle al vapore,Patate Novelle Al Vapore (1),1,1,1,ingredient,unmatched,,,,,,,,0,8 (1),Antipasto,Pinzimonio Tre Salse,Cottura: 45 minuti.
patate novelle medie,Patate Novelle Medie (1),1,1,1,ingredient,unmatched,,,,,,,,0,1500 G (1),Pesce,Pescestocco Alla Messinese,Luogo: Sicilia. Luogo: Messina.
patate novelle molto piccole,Patate Novelle Molto Piccole (1),1,1,1,ingredient,unmatched,,,,,,,,0,300 G (1),Contorno,Patate Novelle Al Vapore Con Uova Di Salmone,Preparazione: 5 minuti. Cottura: 10 minuti. Calorie: 125.
patate novelle piccole,Patate Novelle Piccole (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Antipasto,Bruschette In Insalata,Preparazione: 20 minuti. Cottura: 30 minuti.
patate novelle sbucciate,Patate Novelle Sbucciate (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Contorno,Patate Saporite,
patate o 2 patate piccole,Patate (o 2 Patate Piccole) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 1/2 (1),Primo,Risotto 'costiera',
patate pelate,Patate Pelate (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Pesce,Polipo Alla Ligure,Luogo: Liguria.
patate pelate e tagliate a dadini,Patate Pelate E Tagliate A Dadini (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Sopa Di Albòndigas,Luogo: Messico.
patate piccole e tagliate in pezzi,Patate Piccole E Tagliate In Pezzi (1),1,1,1,ingredient,unmatched,,,,,,,,0,300 G (1),Pesce,Cefalo Lessato Con Patate,
patate piccole lesse,Patate Piccole Lesse (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Insalata Di Verdure Grigliate,
patate piccole tagliate in quarti,Patate Piccole Tagliate In Quarti (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Carne,Mole De Olla,Luogo: Messico.
patate piuttosto piccole,Patate Piuttosto Piccole (1),1,1,1,ingredient,unmatched,,,,,,,,0,8 (1),Contorno,Patate Sotto La Cenere,Luogo: Ciociaria. Luogo: Lazio.
patate pulite tagliate a cubetti,Patate Pulite Tagliate A Cubetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,1000 G (1),Contorno,Crocchette Di Patate Al Prosciutto,
patate sbucciate e affettate,Patate Sbucciate E Affettate (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Primo,Minestra Di Patate,Luogo: Slovacchia.
patate sbucciate e tagliate a spicchi,Patate Sbucciate E Tagliate A Spicchi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Crema Di Crescione (2),
patate sbucciate lessate a dadini,Patate Sbucciate Lessate A Dadini (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Carne,Biksemal,Luogo: Danimarca.
patate sbucciate tagliate a meta,Patate Sbucciate Tagliate A Metà (1),1,1,1,ingredient,unmatched,,,,,,,,0,6 (1),Pollame,Sancocho De Gallina,Luogo: Colombia.
patate tagliate a fette,Patate Tagliate A Fette (1),1,1,1,ingredient,unmatched,,,,,,,,0,400 G (1),Contorno,Patate Alla Lucana,Luogo: Basilicata. Luogo: Lucania.
patate tagliate a pezzetti,Patate Tagliate A Pezzetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Zuppa Di Asparagi E Farro,
patate tagliate in 4 e affettate sottili,Patate Tagliate In 4 E Affettate Sottili (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Primo,Minestra Di Porri E Patate,
patate uguali 900 g,Patate Uguali (900 G) (1),1,1,1,ingredient,unmatched,,,,,,,,0,6 (1),Contorno,Barchette Di Patate Con Finferli E Piopparelli,Preparazione: 120 minuti.
patatina lessa 10 g,Patatina Lessa (10 G) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pesce,Triglie Con Purè Di Fave,Preparazione: 20 minuti. Calorie: 358.
patatine novelle gia lessate,Patatine Novelle Già Lessate (1),1,1,1,ingredient,unmatched,,,,,,,,0,400 G (1),Carne,Lonza Saporita Al Curry,
patatine novelle piccole,Patatine Novelle Piccole (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Contorno,Patatine Novelle Alle Arachidi,
patatine novelle surgelate,Patatine Novelle Surgelate (1),1,1,1,ingredient,unmatched,,,,,,,,0,600 G (1),Contorno,Patatine Novelle Allo Scalogno,
patatine novelle surgelate facoltativo,Patatine Novelle Surgelate (facoltativo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,24 (1),Antipasto,Spiedini Semplici Di Verdure,
patatine prelessate,Patatine Prelessate (1),1,1,1,ingredient,unmatched,,,,,,,,0,250 G (1),Pollame,Tacchino Ai Sapori Autunnali,Preparazione: 20 minuti.
pate al tartufo umbro,Paté Al Tartufo Umbro (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Antipasto,Crostini Al Paté Tartufato,
pate d oliva,Paté D'oliva (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 Cucchiai (1),Contorno,Pomodori Lobotomizzati,
pate di fegatini di pollo,Paté Di Fegatini Di Pollo (1),1,1,1,ingredient,unmatched,,,,,,,,1,,Antipasto,Crostini Di Fegatini Di Pollo (2),
pate di fegato d oca o pate di fegato di vitello,Paté Di Fegato D'oca (o Paté Di Fegato Di Vitello) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Uova Sode Ripiene (2),
pate di fegato di vitello,Paté Di Fegato Di Vitello (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Carne,Sella Di Capriolo Fredda In Gelatina,
pate di lardo,Paté Di Lardo (1),1,1,1,ingredient,unmatched,,,,,,,,0,50 G (1),Carne,Battuto Di Manzo Con Crema Di Lardo E Cicoria Ripassata,
pate di prosciutto o di tonno,Paté Di Prosciutto O Di Tonno (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Tazza (1),Antipasto,Barchette Ripiene Di Paté E Gelatina,
pats di olive nere,Patš Di Olive Nere (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Antipasto,Tartine Bicolore Di Frittatine,
pavesini bagnati nel caffe amaro,Pavesini Bagnati Nel Caffè Amaro (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 Scatole (1),Dessert,Tiramisù Di Candida,
pecora,Pecora (1),1,1,1,ingredient,unmatched,,,,,,,,1,2000 G (1),Carne,Pecora Alle Cipolle,
pecora supramontina,Pecora Supramontina (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Primo,Maharrones Lados Con Sugo Di Pecora Supramontina,
pectina,Pectina (1),1,1,1,ingredient,unmatched,,,,,,,,0,75 G (1),Dessert,Amaretti Aromatici,
pedincoli di ciliegie,Pedincoli Di Ciliegie (1),1,1,1,ingredient,unmatched,,,,,,,,1,50 G (1),Bevande,Curarsi Con Le Erbe - Ricetta 6.3,
pelle di pecora con il sottopelle grasso,Pelle Di Pecora Con Il Sottopelle Grasso (1),1,1,1,ingredient,unmatched,,,,,,,,0,30 X 15 Cm (1),Carne,Borsat,
pementa,Pementa (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,Spaghetti Ai Ciliegini,
pennette,Pennette (1),1,1,1,ingredient,unmatched,,,,,,,,0,350 G (1),Primo,Pennette Mediterranee,
pennette rigate,Pennette Rigate (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Primo,Pennette Con Il Pomodoro Crudo,Preparazione: 10 minuti. Cottura: 10 minuti.
peoci sgusciati,Peoci Sgusciati (1),1,1,1,ingredient,unmatched,,,,,,,,0,200 G (1),Pesce,Fritto Di Triglia E Sogliolette,
peoci surgelati,Peoci Surgelati (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Confezione (1),Antipasto,Barchette Ai Peoci,
pepe bianco o paprica,Pepe Bianco (o Paprica) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Antipasto,Toasts Al Formaggio,
pepe bianco o peperoncino o tartufo,Pepe Bianco (o Peperoncino O Tartufo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Antipasto,Paglierine Farcite,Luogo: Piemonte.
pepe biondo,Pepe Biondo (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Salsa,Salsa Vellutata,
pepe della giamaica in polvere,Pepe Della Giamaica In Polvere (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaino (1),Salsa,Ketchup Di More,
pepe di caienna in polvere,Pepe Di Caienna In Polvere (1),1,1,1,ingredient,unmatched,,,,,,,,0,Poco (1),Salsa,Salsa Mousseline (2),
pepe dolce,Pepe Dolce (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Pesce,Cannoncini Di Sogliola Con Code Di Cicala Di Mare E Conchiglie,
pepe in grani tritato,Pepe In Grani Tritato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 Cucchiaino (1),Salsa,Burro Al Limone (2),
pepe macinato di fresco,Pepe Macinato Di Fresco (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Finocchi E Carote Brasati,
pepe macinato grosso,Pepe Macinato Grosso (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Pollame,Quaglie Al Timo,
pepe macinato grossolanamente,Pepe Macinato Grossolanamente (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Pesce,Salmone In Agrodolce,
pepe macinato sul momento,Pepe Macinato Sul Momento (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Pesce,Astice Con Fagioli,
pepe misto in grani,Pepe Misto In Grani (1),1,1,1,ingredient,unmatched,,,,,,,,1,,Salsa,Aceto Al Pepe Misto,
pepe nero al macinino,Pepe Nero Al Macinino (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Antipasto,Prosciutto Ricco Al Melone,Preparazione: 15 minuti.
pepe nero da macinare,Pepe Nero Da Macinare (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,Terrina Di Spaghetti E Spinaci,
pepe nero grani pestati,Pepe Nero (grani Pestati) (1),1,1,1,ingredient,unmatched,,,,,,,,0,5 Grani (1),Salsa,Fondo Bruno (2),
pepe nero in chicchi,Pepe Nero In Chicchi (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Carne,Peposo Del Brunelleschi,
pepe nero in grani facoltativo,Pepe Nero In Grani (facoltativo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Salsa,Aceto Ai Lamponi (10),
pepe nero in grani macinato,Pepe Nero In Grani Macinato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pizzico (1),Pollame,Pollo In Crosta Di Sale (2),
pepe nero macinato grosso,Pepe Nero Macinato Grosso (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Primo,Linguine Cacio E Pepe,
pepe nero macinato grossolanamente,Pepe Nero Macinato Grossolanamente (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Salsa,Salsa Scozzese Per Il Pesce,Luogo: Regno Unito. Luogo: Scozia.
pepe nero o peperoncino,Pepe Nero (o Peperoncino) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Carne,Cotiche Ripiene,Luogo: Ciociaria. Luogo: Lazio.
pepe o noce moscata,Pepe (o Noce Moscata) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Grattata (1),Contorno,Frico Con Le Patate,
pepe o paprica,Pepe (o Paprica) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Pesce,Nasello Alla Crema,
pepe o peperoncino rosso,Pepe (o Peperoncino Rosso) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pizzico (1),Contorno,Catalogna All'aglio E Olio,
pepe pestato nel mortaio,Pepe Pestato Nel Mortaio (1),1,1,1,ingredient,unmatched,,,,,,,,0,6 Granelli (1),Salsa,Salsa Bordolese,
pepe rosa in grani facoltativo,Pepe Rosa In Grani (facoltativo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Salsa,Aceto Ai Lamponi (9),
pepe rosso in grani,Pepe Rosso In Grani (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Pesce,Cernia All'arancia,
pepe rosso macinato o 1 peperoncino rosso piccante,Pepe Rosso Macinato (o 1 Peperoncino Rosso Piccante) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Pesce,Baccalà Con Patate (2),
pepe rosso piccante a scaglie,Pepe Rosso Piccante A Scaglie (1),1,1,1,ingredient,unmatched,,,,,,,,0,10 G (1),Primo,Licurdia,Luogo: Calabria.
pepe spezzettato,Pepe Spezzettato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pizzico (1),Salsa,Besciamella All'antica,
pepe verde e pepe rosa in grani,Pepe Verde E Pepe Rosa In Grani (1),1,1,1,ingredient,unmatched,,,,,,,,0,20 G (1),Carne,Medaglioni Di Vitella Al Marsala,
pepe verde fresco sott aceto di vinoeto,Pepe Verde Fresco Sott'aceto Di Vinoeto (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 Cucchiaini (1),Pesce,Branzino Al Pepe Verde,
pepe verde in scatola,Pepe Verde In Scatola (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Carne,Coniglio Gratinato (2),
pepe verde macinato,Pepe Verde Macinato (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,Corona Di Tagliolini Primavera In Pasta Fillo,
pepe verde secco,Pepe Verde Secco (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Pollame,Tacchino Arrosto Con Ripieno Alla Frutta,
pepe verde sminuzzato,Pepe Verde Sminuzzato (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 Cucchiai (1),Antipasto,Salmone Delizioso,
peperencino rosso in polvere,Peperencino Rosso In Polvere (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/4 Cucchiaino (1),Salsa,Salsa Sambal,Luogo: India.
peperoncini a pezzetti,Peperoncini A Pezzetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,10 (1),Salsa,Salsa Piccante (3),
peperoncini anchos lavati senza semi e svenati,Peperoncini Anchos Lavati Senza Semi E Svenati (1),1,1,1,ingredient,unmatched,,,,,,,,0,8 (1),Salsa,Salsa Al Peperoncino Ancho,Luogo: Messico.
peperoncini chipotles,Peperoncini Chipotles (1),1,1,1,ingredient,unmatched,,,,,,,,0,6 (1),Salsa,Salsa Tomatillo-chipotle,Luogo: Messico.
peperoncini de arbol essiccati lavati senza semi e svenati,"Peperoncini De Arbol Essiccati, Lavati, Senza Semi E Svenati (1)",1,1,1,ingredient,unmatched,,,,,,,,0,12 (1),Salsa,Salsa Di Peperoncino De Arbol,Luogo: Messico.
peperoncini di caienna,Peperoncini Di Caienna (1),1,1,1,ingredient,unmatched,,,,,,,,1,Alcuni (1),Primo,Penne All'arrabbiata (4),
peperoncini dolci essiccati,Peperoncini Dolci Essiccati (1),1,1,1,ingredient,unmatched,,,,,,,,0,15 (1),Pesce,Brodetto Di Pesce Abruzzese,Luogo: Abruzzo.
peperoncini finemente tagliati,Peperoncini Finemente Tagliati (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Pesce,Torta Alle Sarde,
peperoncini freschi piccanti,Peperoncini Freschi Piccanti (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Riso Selvaggio Alla Spagnola,Luogo: Spagna. Preparazione: 20 minuti. Cottura: 15 minuti. Calorie: 275.
peperoncini freschi tritati,Peperoncini Freschi Tritati (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Antipasto,Crostata Con Pomodori,Luogo: Campania.
peperoncini grandi chili,Peperoncini Grandi Chili (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Carne,Chili Con Carne (2),
peperoncini interi,Peperoncini Interi (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,Nastrini Con Ragù Di Crostacei,
peperoncini interi sott aceto,Peperoncini Interi Sott'aceto (1),1,1,1,ingredient,unmatched,,,,,,,,0,Alcuni (1),Antipasto,Antipasto All'italiana (2),
peperoncini jalapeno,Peperoncini Jalapeno (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Salsa,Guacamole (5),Luogo: Messico. Luogo: Stati Uniti. Luogo: Nuovo Messico.
peperoncini jalapeno tritati o peperoncini serrano tritati,Peperoncini Jalapeno Tritati (o Peperoncini Serrano Tritati) (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Salsa,Salsa Tomatillo,Luogo: Messico.
peperoncini jalapeno tritati o peperoncini serranos tritati,Peperoncini Jalapeno Tritati (o Peperoncini Serranos Tritati) (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Salsa,Salsa Messicana,Luogo: Messico.
peperoncini lavati senza semi e svenati,"Peperoncini Lavati, Senza Semi E Svenati (1)",1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Salsa,Salsa Con Jugo De Naranja,Luogo: Messico.
peperoncini mulatos lavati senza semi e svenati leggermente fritti,"Peperoncini Mulatos Lavati, Senza Semi E Svenati, Leggermente Fritti (1)",1,1,1,ingredient,unmatched,,,,,,,,0,6 (1),Salsa,Salsa Borracha (2),Luogo: Messico.
peperoncini occhio d uccello sbriciolati,Peperoncini Occhio D'uccello Sbriciolati (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Insalata Thai Di Mango Verde,Luogo: Thailandia.
peperoncini pasillas lavati senza semi e svenati leggermente fritti,"Peperoncini Pasillas Lavati, Senza Semi E Svenati, Leggermente Fritti (1)",1,1,1,ingredient,unmatched,,,,,,,,0,6 (1),Salsa,Salsa Borracha (2),Luogo: Messico.
peperoncini piccanti dei caraibi,Peperoncini Piccanti Dei Caraibi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Insalata Di Riso Con Pesci E Frutti Di Mare,
peperoncini piccanti freschi,Peperoncini Piccanti Freschi (1),1,1,1,ingredient,unmatched,,,,,,,,0,5 (1),Salsa,Aceto Al Peperoncino (3),
peperoncini piccanti rossi,Peperoncini Piccanti Rossi (1),1,1,1,ingredient,unmatched,,,,,,,,0,6 (1),Carne,Vinha D'alhos,Luogo: Portogallo.
peperoncini privati del gambo,Peperoncini Privati Del Gambo (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Salsa,Salsa Ranchera,Luogo: Messico.
peperoncini rossi sott olio,Peperoncini Rossi Sott'olio (1),1,1,1,ingredient,unmatched,,,,,,,,0,Alcuni (1),Dessert,Torta Con Formaggio Fresco,
peperoncini secchi piccoli a pezzetti,Peperoncini Secchi Piccoli A Pezzetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Primo,Spaghetti Piccanti Al Pomodoro,
peperoncini serrano,Peperoncini Serrano (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Salsa,Salsa A Base Di Avocado Da La Parilla Suiza,Luogo: Messico.
peperoncini serranos essiccati lavati e asciugati senza gambo interi e tostati,"Peperoncini Serranos Essiccati, Lavati E Asciugati, Senza Gambo, Interi E Tostati (1)",1,1,1,ingredient,unmatched,,,,,,,,0,15 (1),Salsa,Salsa De Chile Serrano Seco,Luogo: Messico.
peperoncini serranos freschi o 2 peperoncini jalapenos sminuzzati,Peperoncini Serranos Freschi (o 2 Peperoncini Jalapenos Sminuzzati) (1),1,1,1,ingredient,unmatched,,,,,,,,0,6 (1),Salsa,Salsa De Jitomate Cruda,Luogo: Messico.
peperoncini serranos freschi o 6 peperoncini jalapeno senza gambo e arrostiti,Peperoncini Serranos Freschi (o 6 Peperoncini Jalapeno Senza Gambo E Arrostiti) (1),1,1,1,ingredient,unmatched,,,,,,,,0,12 (1),Salsa,Salsa De Aòbaniles,Luogo: Messico.
peperoncini spezzettati,Peperoncini Spezzettati (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Primo,Spaghetti Alle Vongole Veraci,
peperoncini verdi freschi,Peperoncini Verdi Freschi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Salsa,Guacamole (2),Luogo: Messico. Luogo: Stati Uniti. Luogo: Nuovo Messico.
peperoncini verdi piccanti,Peperoncini Verdi Piccanti (1),1,1,1,ingredient,unmatched,,,,,,,,0,Alcuni (1),Salsa,Aceto Al Peperoncino (2),Tempo di preparazione: 4 settimane.
peperoncini verdi piccanti senza semi e tritati,Peperoncini Verdi Piccanti Senza Semi E Tritati (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Pesce,Code Di Gambero Grigliate Al Pomodoro,
peperoncini verdi privati dei semi,Peperoncini Verdi Privati Dei Semi (1),1,1,1,ingredient,unmatched,,,,,,,,0,120 G (1),Antipasto,Enchiladas De Pollo,Luogo: Messico.
peperoncini verdi senza semi,Peperoncini Verdi Senza Semi (1),1,1,1,ingredient,unmatched,,,,,,,,0,120 G (1),Salsa,Salsa De Chile Verde,Luogo: Messico.
peperoncini verdi tagliati a listarelle,Peperoncini Verdi Tagliati A Listarelle (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Salsa,Salsa Casalinga Al Chili,
peperoncini verdi tagliati a pezzetti,Peperoncini Verdi Tagliati A Pezzetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Cetrioli Piccanti (2),Luogo: India.
peperoncino della giamaica in polvere,Peperoncino Della Giamaica In Polvere (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 Cucchiaino (1),Contorno,Chutney Di Pomodori Verdi,Preparazione: 30 minuti. Cottura: 90 minuti.
peperoncino dolce,Peperoncino Dolce (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 Cucchiaino (1),Contorno,Patatata,
peperoncino forte in polvere,Peperoncino Forte In Polvere (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pizzico (1),Salsa,Salsa Alla Diavola (2),
peperoncino fresco piccante,Peperoncino Fresco Piccante (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Reginette Alla Crema Di Fave,Preparazione: 45 minuti.
peperoncino fresco tritato,Peperoncino Fresco Tritato (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Antipasto,Formaggio All'arancia,
peperoncino in polvere chili powder,Peperoncino In Polvere (chili Powder) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaino (1),Carne,Chili Con Carne (3),
